Name,Price,Discount
"Smartwatch S9 Ultra max ,2 straps HD Bluetooth Call, Sport Fitness, Wireless Charging,24k gold ultra 49MM/Titanium case","KSh 6,998",13%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,+F9 BUDS","KSh 13,380",46%
XIAOMI MI Power Bank 3 10000mAh 18W PB100DZM Type C QC3.0 PD Two way Fast Charging Mi Powerbank 10000 MAH Portable Charger,"KSh 3,199",20%
Transparent Magnetic For Magsafe Wireless Charging Case For IPhone 14 Plus 13 12 11 Pro Max Clear Plating Silicone Covergreen,"KSh 1,366",42%
"Samsung 65w Power Adapter Trio Super Fast Charger With 65w, 25w, 15w With Type-C To Type-C Cable","KSh 1,890",37%
"XIAOMI Redmi A3, 6.71"" Display 3GB RAM + 64GB 5000mAh (Dual SIM) - Blue + Free Gifts","KSh 11,399",43%
"Bluetooth 5.2 High Fidelity Stereo Headset, Finger Touch HIFI Headset, Mobile Phone Power Bank",KSh 538,49%
Rugged Military  Waterproof 1.85'' AI Voice Control Bluetooth Call Smartwatch,"KSh 4,500",31%
Smartwatch Unique Latest Ultra Combination Watch With 25w Pd Fast Charge Wireless Charge X8 Unique Combination,"KSh 7,100",11%
"Q12 Smart Watch For Kids ,Waterproof ,Tracker","KSh 2,299 - KSh 2,499",43%
T800 Super Smart Watch Sports Fashion NFC Smart Watch,"KSh 1,528",37%
Samsung  65W USB TYPE C PD SUPER FAST 5A CHARGER,"KSh 1,999",23%
Diamond Film For Samsung Galaxy Z Fold 5 4 5G Screen Protector Flip 3 2 Front Back Fold4 Fold5 Fold2 Flip4 Flip5 ZFold Not Glass,"KSh 1,480",No discount
Phone Case For Apple iPhone 14 Silicone Cover Case With Magsafe - Black.,KSh 990,34%
C Idea 7Inch TAndroid 12 Tablet  With SIM Card Slot 64GB Expand Storage   Pink,"KSh 8,999",25%
Phone Case For Infinix Smart 8 Soft Silicone Cover Case.,KSh 550,39%
"Phone Case For IPhone 12, Clear Case",KSh 699,30%
Salar-A566N Wired Headphone Sensitive Microphone ABS-White,"KSh 2,831",33%
Samsung Phone Case For Galaxy S24 + Plus Crystal Clear Magsafe Case/Cover,"KSh 2,000",No discount
"SQ LS 820,Fixed Wireless Desktop Telephone ,Dual SIM,Office And Home Phone ""C.E""","KSh 3,350",1%
Selfie RingLight For Videos And Selfies,"KSh 1,300",No discount
Solid Color Adhesive Bluetooth-compatible Earphone-Red,KSh 135,33%
Air P4 Black Edition 3rd Generation Titanium Quality,KSh 660,49%
"Tecno POP 8,IPS LCD DISPLAY,4GB UPTO 8GB RAM & 128GB ROM,DUAL SIM,5000MAH","KSh 14,750",26%
"Tecno Spark 10C, 6.6"" Display, 128GB + 4GB RAM, 16MP, Dual SIM, 5000mAh + Free Gifts","KSh 17,450",33%
Xdobo Portable Bluetooth Speaker Deep Bass BMTL BOSS 30W RGB Light,"KSh 4,698",No discount
"Samsung Galaxy A15,6.5 Inches,90hz,dual Sim,4gb Ram/128gb Rom,watch,buds & Powerbank","KSh 17,250",18%
Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)BLACK,"KSh 2,900",17%
"Tecno T 301, (Dual Sim) Button Phone- Memory Card Slot-Black + Quality GIFTS","KSh 2,250",32%
"Itel it5027 - Wireless FM, 1200mAh - Dual SIM - Black","KSh 1,849",No discount
Lenuo for Xiaomi Redmi Note 9 Pro Max 9S 6D Plating Phone Case,KSh 340,28%
"Itel It 2160, 1.77'' Blue, KABAMBE PHONE Fm Radio,1000 MAh,Dual Sim. + Mk GIFTS","KSh 1,999",1%
66W Powerbank 20000mah PD Super Fast Charging,"KSh 3,999",20%
TWS F9 Wireless Bluetooth 5.0 LED Display Mini Earbuds WITH 2200MAH POWERBANK,KSh 989,38%
Phone Case For Oppo A17K Fashion Shock Proof Protective Phone Cover Case.,KSh 490,39%
XIAOMI Redmi 13C 6.74'' 4GB 128GB Android 13 Dual SIM +I12 BUDS,"KSh 14,490",28%
SQ LS 980 Desktop Wireless Desktop Telephone,"KSh 4,100",9%
A1 Smart Watch SIM Card Supported Mobile Watch,"KSh 1,950",33%
Charging Cable For All Android  Phones And Tablets,KSh 20,No discount
"Samsung Galaxy A15,4gb Ram/128gb Rom,buds,watch & Adapter,","KSh 17,400",30%
"XIAOMI REDMI 13C,8GB RAM/256GB ROM,6.74 INCHES,50MP CAMERA,5000MAH BATTERY,","KSh 16,400",45%
"Tecno Mobili SPARK 20 PRO 256GB+16(8+8)GB RAM 108MP 120Hz 6.78"" Mediatek Helio G99 Dual Speakers Android 13 5000mAh 33W Smart Phones Moonlit Black 256GB+16(8+8)GB","KSh 26,500",20%
"Itel 5081 , Triple SIM/ 3 SIM Card Slot + Free 6 Way Power Extension Cable","KSh 2,700",10%
"Bontel Wireless Desktop Phone, Sms,,Feature- Black,,home And Office. Dual sim card slot . Features include High capacity phone book, SMS functionality, Call history, Caller ID,Loud speaker,","KSh 2,900",42%
L8Star Super Small Mini Mobile Phone (Red).,"KSh 1,599",No discount
Wrist Smart Watch With Bluetooth For Lady & Woman,"KSh 1,400",44%
Faiba Faiba-4G-Sim Card,KSh 299,No discount
Hifinit Bluetooth Wireless Earphones Waterproof Headsets New Year Gift,KSh 589,39%
Oppo A60 6.67 INCHES DISPLAY 8GB RAM +256 GB ROM 5000 MAH DUAL SIM BN,"KSh 28,645",28%
Lenovo Tab M10 HD TB-X306NC Tablet 10.1 Inch 4GB+64GB Android 10.0,"KSh 23,200",29%
Fashion DZ09 Bluetooth SPORT Smartwatch SIM SD SLOT,"KSh 1,499",21%
"Phone Case For Redmi 9 Case, Soft Silicone Rubber Shockproof Anti-Scratch Protective Case Cover For Xiaomi Redmi 9 / Redmi 9 Prime",KSh 839,41%
Amaya Fast Wall Charger,KSh 459,No discount
Boya BY-M1DM Universal Dual Lapel Microphone,"KSh 1,899",38%
Lenovo BLUETOOTH 5.0 WATERPROOF NECKBAND EARPHONE HEADSET,"KSh 1,835",39%
2.09 Smart Watch Fulltouchscreen-Silversteel Belt,"KSh 1,790",37%
Excellent 4IN1 20000MAH FULL CAPACITY PORTABLE SOLAR POWER BANK BATTERY PACK,"KSh 2,999",50%
"1 Set Of Multi-purpose Cloth Liquid Screen Cleaning Kit For LCD TV, Tablet, Mobile Phone, Laptop, Camera Lens Cleaner",KSh 643,36%
"10INCH 12INCH 13INCH 14INCH 18INCH Selfie LED Ring Light With 2.1M Tripod Stand And Cell Phone Holder For Live Stream/Makeup 10""/12""/13"" 14"" RINGLIGHT WITH LAVALLIER MIC","KSh 2,450 - KSh 3,859",50%
"Samsung Galaxy S8 - 5.8""- 64GB - 4GB RAM - 12MP Camera -Single  SIM Midnight","KSh 19,999",46%
Oraimo Boom Powerful Portable Wiress Speaker- Black,"KSh 6,120",13%
Portable Trio 20000MAH Power Bank WITH 3 CABLES With USB C & MICRO INPUT OUTPUT - BLACK,"KSh 1,990",29%
Air Pro6 Bluetooth 5.2 Wireless Headphones Stereo Sports Earbuds,KSh 699,48%
10 Inch Dimmable LED Ring Light Phone Tripod With Bluetooth Remote Control,"KSh 1,499",48%
XIAOMI Wireless Power Bank 10000mAh WPB15PDZM USB C PD 22.5W Mi Powerbank  10W Wireless Charger,"KSh 3,300",56%
"Bontel Honey //size Screen1.54""// Flip Phone//free Gift","KSh 2,500",14%
"Bontel 3310 ,,1.77'' 1,000 MAhBattery,,fm Radio Black","KSh 1,190",21%
"Bontel 2720 1.77”FLIP,FLASH DISK,WATCH& BLUETOOTH","KSh 2,700",10%
"Redmi 13C Case, Heavy Duty Case With Ring Kickstand And Sliding Camera Cover For Xiaomi Redmi 13C /Poco C65","KSh 1,130",40%
Phone Case For Leather Flip Case Cover For Tecno Camon 20 Pro 4G,KSh 888,41%
Sandisk Extreme Pro Micro SD 128GB Memory Card.,"KSh 4,500",No discount
Oraimo Traveler 4 20000mAh 2.1A Triple Ports Fast Charging LED Power Bank,"KSh 2,399",40%
"Tecno Camon 20,256+8GB(up To 16GB)IPS LCD 6.67,64+2MP AI /32MP,disk,watch, & Speaker","KSh 25,500",27%
Samsung USB C - USB C 5A PD 25W 35W 45W 65W SUPER FAST CHARGING DATA TRANSFER CABLE - 1 METER,KSh 788,28%
Sandisk 32GB Micro SD,"KSh 1,082",No discount
Xdobo Speaker Bluetooth Subwoofer Hero1999 50w Waterproof Outdoor,"KSh 8,748",No discount
XIAOMI  Redmi 13C 6.74'' 4GB 128GB Android 13 Dual SIM +SPEAKER WATCH VB,"KSh 14,599",27%
Plating Magsafe Case For Samsung Galaxy S22 Ultra 5G Wireless Charging Magnetic Transparent Case With Lens Protection Cover,"KSh 1,388",31%
Sandisk 32 GB Flash Disk -Black & Red,KSh 699,30%
"Samsung Galaxy A25 45W Super Fast Charger Type C, USB C-C (5A)","KSh 1,498",No discount
Air Pro 6 TWS Wireless Bluetooth Earbuds Sports Headphones,KSh 556,41%
Bluetooth Headset Wireless Ear Hanging Movement 5.3,KSh 839,43%
Phone Case For For IPhone 11 TPU Shockproof Case (Orange),KSh 299,40%
CALUS C5626T Phone  Ecran 2.4 TRIPLE SIM Batterie 2500mAh Radio,"KSh 2,500",No discount
Tecno Charging Cable For All Android  Phones And Tablets,KSh 50,No discount
"Oppo A78, 4G, 6.43"", 256GB + 8GB RAM (Dual SIM), 5000mAh,AQUA GREEN +ALL GIFTS,.","KSh 33,650",33%
Adjustable Plastic Car Phone Holder,KSh 640,20%
"Samsung A35 5G , 6.6"", 128GB ROM + 6GB RAM (Dual SIM), 50MP, 5000mAh - Lilac","KSh 36,999",26%
"Rechargeable Mobile Phone Refrigeration Bracket/Stand Mobile Phone Cooler Rechargeable Cooling Fan Cell Phone Radiator For Playing Games Watching Videos With LED Light, Compatible For IPhone & Android Smartphones","KSh 1,499",46%
"Bontel 2720, 1.77” Flip Phone, 1000mAh,WATCH & SPORT","KSh 2,400",4%
Oraimo Data Cable Oraimo OCD-C53 2A 1M Black,KSh 380,37%
XIAOMI Redmi 18W Fast Charge Power Bank 20000Mah Black,"KSh 3,850",36%
Phone Case For Samsung A04 Case Butterfly Soft Phone Back Cover,KSh 319,33%
Celebrat G12 Earphone HD Sound Headset With Mic,KSh 348,No discount
Tecno Camon 20 Case Luffy Soft Plating Phone Back Cover,KSh 311,36%
Phone Case For Tecno pop 8 hard cover Non Slippery Protective Back Cover Case,KSh 450,44%
"SQ SQ7700, 2.4"" //QUAD SIM (4) /10000mAh /c.e"" FREE GIFTS","KSh 3,500",5%
"Universal 18 Inch Selfie Ring Light With 2.1M Tripod Stand 3 Phone Holder 18"", 18INCH RINGLIGHT And Remote STAND","KSh 4,999",44%
T&G TG117 PORTABLE WIRELESS BLUETOOTH SPEAKER - RED,"KSh 1,490",26%
"XIAOMI Redmi A3 6.71"" 3GB RAM/64GB ROM Android +SPEAKER I12 BUDS","KSh 12,299",18%
"Car Bluetooth Modulator With FM , USB/MP3 Player",KSh 589,41%
X Tigi TG106 Wireless FM Super Torchlight 1000mAh-,"KSh 1,550",3%
Side-window Case cover for Xiaomi Redmi 13C-Green,KSh 859,43%
3.5mm AUX Audio Mic Splitter Cable Earphone Headphone-,KSh 79,50%
"Vonex X10+ 2.4"" Camera ,FM Radio Triple SIM 2400mAh featured phones plus gold","KSh 1,700",15%
"Safaricom NEON SMARTA,5.0''DISPLAY SIZE,(2GB RAM + 32GB ROM)4G LTE,SPLY""","KSh 7,400",26%
Qkz AK6 Pro 3.5mm Wired Headphones Dynamic Music,KSh 810,35%
Nokia 5.1 PLus Back Cover - Blue,KSh 261,48%
Fast Wireless Phone Charger Silicon Pad,"KSh 1,082",No discount
Samsung PC + TPU Phone Case For Samsung Galaxy S23 Ultra 5G,KSh 599,30%
Nokia RM-1172/230 Dual SIM Bluetooth Camera Flashlight Mobile Phone-White,"KSh 6,880",14%
"Infinix HOT 40i,5000mah,(4GB RAM+4GB RAM)128GB ROM,50MP,TYPE-C,90GHZ, & FREE GIFTS IN PACK","KSh 13,450",33%
Armor Military Cover For Xiaomi Redmi Note 12 Pro Plus 5g,KSh 799,38%
"Apple Apple. iPhone 15 Pro/15 Pro Max Charger, 35W USB C Charger with USB-C to C Fast Charing/Data Cable","KSh 2,999",14%
M90 Sports HiFi Stereo Music Waterproof Headset,KSh 699,46%
"Itel 5081>>Triple Sim Opera Mini//2.40"" Screen Display>>black","KSh 2,080",31%
Sony MDR-E9LP In-Ear Headphones Earphones Bass Sound - White,"KSh 1,497",No discount
Lenovo XT95 Playtime Stereo Heavy Bass Bluetooth Headset,"KSh 1,199",40%
"XIAOMI Redmi 12, 6.7'' Inches, 8GB RAM + 256GB, 50MP CAM (DUAL SIM) 5000mAh - Polar Silver+ Smart watch","KSh 20,899",30%
Phone Case For ITEL S23 Shock Proof Protective Phone Cover Case.,KSh 560,38%
"Bontel L600//screen Display 1.77 Inch// ,Big Speaker, //1000 Mah Battery//gift","KSh 1,450",28%
"Realme NOTE 50 6.74 display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +SPEAKER WATCH","KSh 14,499",28%
Samsung 2 Meters 2M PD 3A USB TYPE C TO USB TYPE C CABLE FOR SAMSUNGAPPLE,KSh 799,45%
Apple Airpods Pro 2ND GEN,"KSh 5,050",16%
"Bontel L600 , Dual Sim , Button Phone + Free Men Belt and Watch","KSh 1,699",32%
New I5 Smart Watch Women Men Smartwatch For Android IOS Electronics Smart Clock Fitness Tracker-Pink,"KSh 2,397",29%
Samsung Galaxy A53 5G- Awesome Black - 128GB HDD-  6GB RAM,"KSh 30,993",48%
XIAOMI Redmi A3 (3GB + 64GB) Android 14 4G+magnifier POWERBANK COVER,"KSh 12,299",18%
Gimbal Camera Stabilizer For Shooting Free Fill Light,"KSh 2,350",49%
TYPE C Data OTG Connect Kit Adapter Connector Cable USB Braided Woven,KSh 151,24%
"5/10/20/25pcs Boho Inspirational Decal Stickers For Journaling, Scrapbooking, Quitar, Motocyle, Water Bottle",KSh 240 - KSh 892,49%
"Tecno POP 8,6.6 4GB RAM UPTO 8GB RAM/128GB ROM,5000MAH,13MP CAMERA,TYPEC,DUAL SPEAKERS","KSh 13,399",26%
"CR2430 Battery, Lithium, Tear Strip (5 Batteries) Also reffered to as ECR2430 and DL2430",KSh 827,45%
"Realme C51 6.74'', 4GB RAM + 128GB ROM, Dual Sim, 50MP, 5000mAh, Green + Smart Watch & Earpods","KSh 16,299",46%
General Electronics Multifunctional Wireless Fast Charging Speaker - White,"KSh 1,399",30%
"Realme C55  6.72'', 8GB + 256GB, Dual Sim, 64MP, 5000mAh + Magnifier & Earpods","KSh 23,899",33%
"Phone Case For OPPO Reno 8T 4G , Clear Case",KSh 999,33%
10W Power Bank 30000MAH WITH 3 CABLE OUTPUT Torch,"KSh 2,450",16%
Samsung Galaxy A15 5G Fast CHARGER 25W/USB TYPE C To C Cable,"KSh 1,900",No discount
Phone Case For Super Frosted Shield Matte Hard Case Cover For Samsung Galaxy S10 5G,"KSh 1,270",15%
Excellent SAMSUNG GALAXY S7 EDGE Mobile Phone Battery.,"KSh 2,990",25%
"TWS M10-TWS Bluetooth Earbuds Wireless Earbuds Bluetooth 5.1 Headphones Wireless Earphones, Stereo IPX7 Waterproof Wireless Earphones with 2000mah LED Display Charging Case/Box, Black","KSh 1,000",No discount
"Lenovo 1TB High Speed Micro SD Card For Tablets, Phones, Camera","KSh 3,600",No discount
Itel 2160 - Dual SIM - Dark Black,"KSh 1,450",28%
For Nokia C32 TPU Phone Case(Black),KSh 199,36%
Amaya Bluetooth Wireless Earbuds Touch Control With Active Noise Cancellation,"KSh 2,505",32%
Professional Multimedia Headphones With Microphone,"KSh 1,199",40%
Phone Case For Clear Case For IPhone 13,KSh 690,14%
SIMI S115 1.77inch Feature Phone 1050mAh 32MB+32MB,"KSh 1,299",13%
"Itel FLIP 1,FOLDABLE PHONE,DUAL SIM,2.4"",1200MAH,,","KSh 3,290",34%
2Pcs Micro-USB To Type-C Male Connector Phone/Tablet-White,KSh 77,50%
"Kgtel YOLO 2 32GB ROM 2GB RAM 6.3"" HD Screen 5000mAh Dual Sim 3G LTE Network 8MP AI Camera fingerprint unlocks Smart Phones","KSh 8,499",41%
Phone Case For Infinix Smart 7 HD Silicone Phone Cover Case + Bluetooth Headset + Screen Protector.,KSh 690,31%
Oraimo Bluetooth Portable Wireless Speaker SoundPro 10W - Black,"KSh 4,300",32%
"Smartwatch  Z77 Ultra Wireless Charging 49mm ,Notifications And Sports","KSh 5,998",40%
Phone Case For Tecno Phantom X - Soft Anti-fingerprint Silicone TPU Cover Case,KSh 849,26%
"16 GB Micro SD And Adapter,best Quality,,",KSh 550,21%
"Samsung Galaxy A04e, Display 6.5""// 32GB + 3GB// 13MP//5000mAh//Ksly+SW+BT+R -Blue","KSh 11,399",44%
Phone Case For Redmi Note 10 Phone Cover Case,KSh 699,42%
Portable SUPER BASS Bluetooth Speaker With FM/USB- Recommended,"KSh 1,492",43%
"Infinix HOT 40i,6.6 SCREEN SIZE,5000MAH,50MP CAMERA,BUDS & SMART WATCH","KSh 13,590",32%
MiNI HANDBAG DESIGN WIRELESS BLUETOOTH V5.0 BASS SPEAKER,"KSh 1,799",40%
U&I Fatty Series UiDC 8514 V8 Charging Cable - Black,KSh 259,48%
AA 1.2V Ni-MH RECHARGEABLE BATTERIES 4PCS,"KSh 1,000",33%
12 Pairs 24 PCS S M L Silicone 4.5mm Earbud Cushion Replacement Headphone Headset Ear pads Gel Covers Tips For Earphone MP3 H090 Random Color & Size,KSh 100,46%
"XIAOMI REDMI NOTE 13,AMOLED DISPLAY SIZE,6.67"" INCHES,120HZ,DUAL SIM,5000MAH,(8GB RAM+256GB ROM),,,","KSh 25,750",39%
Oraimo OPB-P204D Traveler 4 20000mAh Power Bank,"KSh 2,850",23%
"Itel P55 6.6-INCHES, HD 4GB RAM UPTO 12GB RAM/128GB ROM Android 13+SPORT","KSh 12,900",36%
Stereo Bluetooth Headphones Wireless Noise-cancelling Earbuds,KSh 390,42%
"XIAOMI REDMI NOTE 13,6.67""(8GB RAM/256GB ROM)5000MAH BATTERY,120HZ,DUAL SIM,","KSh 25,990",42%
Oraimo FreePods 3C Calling Noise Cancellation Long Playtime True Wireless Earbuds Touch Control,"KSh 4,499",35%
"Infinix Hot 30i 6.6"" HD 4GB RAM 128GB ROM Android 12 + GIFTS CE 9","KSh 16,799",33%
Allocacoc POWERBANK -SLIM- ALUMINIUM,"KSh 2,300 - KSh 3,200",28%
Tecno Spark 20 Pro plus - 6.78' - 256GB HDD - 8GB RAM - 108MP Rear/32MP Front - 5000mAh -F9 BUDS SMART WATCH,"KSh 34,999",22%
SIVIA 20000mAh Portable Power Bank with 3 In 1 Built-In Cable Android iPhone and Type C,"KSh 2,000",49%
Oraimo OPB-P5271 Traveler Link 27 27000mAh 3 Built-in Charging Cables AniFast 12W Fast Charge Power Bank,"KSh 3,999",No discount
Oraimo Watch ER BT Call 1.43'' AMOLED Screen 100+ Sport Modes IP68 Waterproof Smart Watch,"KSh 7,499",No discount
Advance 64 GB Flash Disk + 64gb Memory Card + OTG Cable,"KSh 1,350",33%
"Safaricom NEON SMARTA,4G LTE,(2GB RAM +32GB ROM)FREE SMART WATCH","KSh 7,400",26%
"Infinix NOTE 30 PRO, 256ROM+8GB RAM, DISPLAY 6.78"" FHD+ 5000MA,GD,+ALL GITS /CY/","KSh 22,999",43%
Phone Case For Apple iPhone 11,"KSh 1,500",25%
"Samsung  Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh+F9 SMART WATCH","KSh 18,599",47%
"Tecno SPARK 20,DUAL SIM,5000MAH BATTERY,4GB RAM/128GB ROM,DISK,BUDS,OTG & RING","KSh 15,750",21%
Excellent Phone Battery BP-4L,"KSh 1,800",No discount
Oppo 65W SuperVooc Charger For Find N2 A1 9 8 7 Pro Pad 2 Tablet Fast Charge,"KSh 2,999",No discount
"Bontel 911//size Display1.77"" //Flip Phone// Red","KSh 1,950",22%
"Samsung  Galaxy A15, 6.5'' Display, 6GB RAM + 128GB ROM (Dual Sim) 50MP, 5000mAh+SPORT WATCH","KSh 18,499",23%
Smart Watch Wireless Bluetooth Headset Set-black,KSh 790,21%
"Itel 2163, 1.8""screen 1000mAh, Bright Torch...Wireless FM- Dual Sim//Blue","KSh 1,350",33%
"Itel A70, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh,+COVER POWER BANK","KSh 11,999",40%
Jbl JBL_Ideal High Quality Sound and original Bluetooth Earbuds Plus Waterproof,"KSh 1,200",No discount
"Tecno Spark 10 Pro, 6.8"" , 128GB + 8GB, 50MP, Dual SIM, 5000mAh - Pearl White + Free Gifts","KSh 20,999",48%
Smart Phone Anti-lost Lanyard Strap-Black,KSh 495,45%
M19 LED Touch Wireless Bluetooth Headphones With Large Battery,KSh 798,49%
"C Idea Adult 7 Inch Portable Tablet,Android 12 Tablet PC With SIM Card Slot  Green)","KSh 8,999",25%
Samsung A14 Case Liquid Silicone Cute Phone Cover,KSh 340,36%
Oraimo Boom OBS-75D Bass Go Boom Speaker,"KSh 10,000",17%
Pro5s Bluetooth Earphones Touch Control,KSh 999,33%
Oraimo Strong Bass Earphones With Mic,KSh 800,50%
"Tecno Camon 30, 6.78"" Display, 256GB ROM + 16GB (8GB + 8GB) RAM 4G (Dual SIM) - 5000mAh...WZ/","KSh 30,800",32%
"Infinix Zero 30 5G, 6.78"" Display, 12GB RAM + 256GB (Dual SIM), 5000mAh, Golden Hour + FREEBIES","KSh 52,999",33%
Samsung Phone Case For Official Silicone Cover/Case - For Samsung Galaxy S22,KSh 999,No discount
HD Split Screen Bluetooth Call Wireless Charging Smartwatch,"KSh 2,500",17%
"Tecno SPARK 20,6.6 HD+,90GHZ REFRESH RATE,50MP,UPTO 8GB RAM,128GB ROM,DUAL SPEAKERS+WATCH BT","KSh 15,499",38%
"Itel A26 ;5.7"",,Andriod 10,3020 MAh (32GB+2GB),(Dual Sim)FIVE FREEBIES","KSh 8,600",28%
Intenso Fast charge powerbank 10000mAh,"KSh 2,000",20%
"Privacy Anti Peep Tempered IPhone 14 Pro Max Privacy Glass Display 6.7""","KSh 1,490",26%
Phone For IPhone 11 Pro Max,"KSh 1,199",20%
Mini Multi-Functional Fast Charging Data Cable Set for Apple Android Type C Charging with Retrieve Card Pin Round Storage Box Compact and Portable USB Data,KSh 899,18%
1.99 Inch IP67 Waterproof Full Touch Smart Watch,"KSh 1,850",41%
Phone Case For SILICONE I Phone 13 Pro MAX Case PINK,KSh 899,No discount
Oraimo 2A Fast Charging Original Charger,KSh 630,37%
"Itel A26 ;5.7""Display Size,,Andriod 10,3020 MAh (32GB+2GB),(Dual Sim)","KSh 8,300",31%
Phone Case For For Iphone 12 Pro Magsafe Case Cover,"KSh 1,499",32%
"XIAOMI REDMI 13C,256GB ROM/8GB RAM,MAGNIFIER & BUDS","KSh 18,900",24%
"Samsung Advanced Fast Charge Power Bank, Battery Pack, 15W, 10000 mAh Capacity, 2-Port with Type-C Cable, Silver","KSh 2,850",53%
"Itel A60 6.6"" HD+LCD DISPLAY, 2GB RAM + 32GB ROM, 5000mAh Black,SPLY""","KSh 9,495",21%
Oraimo Pure Bass Earphones With Extra Ear Bud,KSh 260,35%
Card Wallet Flip Cover For Tecno Camon 19 Case,KSh 999,44%
Yibays Phone Cover Back Case For Xiaomi Redmi Note 10 Pro,KSh 399,20%
Y50 Bluetooth Sports Earbuds With Lasting Battery,KSh 699,42%
Phone Case For Apple iPhone 12 Pro Silicone Cover Case - Black.,KSh 850,35%
Iphone Earphone,"KSh 1,199",40%
"Oppo Reno 11 5G, 6.7', 12GB + 256GB, 50MP, (Dual Sim), Android 14, 5000mAh - SPT SW MG","KSh 66,800",11%
Oraimo 20000mAh Power Bank,"KSh 2,350",41%
"Infinix HOT 40I,4GB RAM UPTO 8GB RAM,128GB ROM,PHONE HOLDER & BUDS","KSh 13,750",31%
Tripod Suitable For Camera Phone Holder,KSh 549,45%
"Phone Case For IPhone X , Clear Case",KSh 699,30%
Lightning To 3.5mm Jack Aux Headphone Adapter Splitter For IPhone 7 8 Plus X Max,KSh 700,30%
"Darkhorsir New Style Built-in 4Cables Real 20,000 MAh Power Bank R","KSh 2,199",32%
S03 Ouch Clip Digital Display BluetoothEarphones 5.2 -black,"KSh 1,399",13%
USB C Hub 7 In 1 Adapter HDMI 4K SD 3.0 USB C PD .,"KSh 2,999",33%
Square Smartwatch Touch Dial Call Music Smartclock For Android IOS Fitness Tracker Sport,"KSh 2,486",50%
Fashion Y13 BluetoothCall HeartRate Monitoring Smart Watch,"KSh 2,500",29%
Leather Card Wallet Flip Cover For Samsung Galaxy A53 5G,"KSh 1,029",49%
yinuo 2.1A Fast Charge 10000mAh Power Bank  Portable Mobile Power LED Lamp,"KSh 1,099",No discount
Nokia Phone Case For Replacement C1 Batttery,KSh 900,No discount
TWS I12TWS Bluetooth 5.0 Headset Sweatproof Sports Touch Earbuds,KSh 520,45%
"Tecno T101 FEATURE PHONE - Dual Sim, FM, BT, Torch - Black","KSh 1,699",15%
Phone Case For Samsung S9 Plus Case Cover (hard Case),KSh 999,29%
"Itel A60 .. 6.6""....32GB ROM+2GB RAM...5000MAH.+ AWESOME ACCESSORIES","KSh 10,499",34%
Samsung 3.0 USB Type C PD TO USB A Data Transfer OTG Drive Adapter CONVERTER CONNECTOR,KSh 520,48%
"XIAOMI REDMI A3,IPS LCD DISPLAY,6.71,8M(4GB RAM+128GB ROM)5000MAH,BUDS,DISK,WATCH & OTG CABLE","KSh 13,999",30%
Oraimo TYPE C TO EARPHONE JACK ADAPTER,KSh 569,5%
Samsung Galaxy S20 Plus 128GB 12GB RAM 5G S20+ Single SIM - Black,"KSh 49,300",35%
Mobile Phone Gaming Controller Triggers Buttons L1 R1,KSh 899,40%
Phone Case For For Samsung Galaxy Z Fold 3 5G Case Luxury Plating Glass Shockproof Phone Cover,"KSh 3,999",1%
Rxd Headphones - Black,KSh 951,50%
USB Type C Digital Earphones Noise Isolation Mic,KSh 650,19%
"Samsung  GALAXY A05,6.7"" INCHES DISPLAY,4GB RAM/128GB ROM,5000MAH,50MP CAMERA,DUAL SIM,+CLASSY GIFTS","KSh 13,850",31%
Toumi HW20 New Business Smart Watch ECG+PPG Multiple Functions,"KSh 3,360",13%
"SQ LS 930 Desktop Wireless Telephone (Dual Sim),,home And Office Use,,""C.E""","KSh 3,380",9%
"Tecno SPARK 20 PRO PLUS,6.78"" INCHES DISPLAY,256GB ROM/8GB RAM,5000MAH,108MP,33W CHARGER,","KSh 29,250",27%
"Phone Case For Tecno Phantom X2 Pro, Soft Anti-fingerprint Silicone TPU",KSh 849,26%
"Excellent P95 50000 MAh Power Bank, 4 Cables. LED Big Light","KSh 6,800",24%
Windows 10 Laptop Tablet Mi Pad 2 Windows 10 Tablet  PC,"KSh 7,999 - KSh 18,119",50%
"P47 Wireless On-Ear, Foldable Bass Headphones",KSh 578,42%
